Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,rainfall_adequacy_index,thermal_stress_score,log_pesticides,yield_lag_1,rainfall_roll3
Rwanda,Rice,2004,37964,1212.0,159.54,19.93,0.6926,5.07,5.0785,32658.0,1212.0
Rwanda,Rice,2005,44673,1212.0,222.92,20.29,0.6926,4.71,5.4113,37964.0,1212.0
Rwanda,Rice,2006,44843,1212.0,288.72,20.02,0.6926,4.98,5.6689,44673.0,1212.0
Rwanda,Rice,2007,41320,1212.0,398.11,19.6,0.6926,5.4,5.9892,44843.0,1212.0
Rwanda,Rice,2008,44432,1212.0,321.75,19.56,0.6926,5.44,5.7769,41320.0,1212.0
Rwanda,Rice,2009,56178,1212.0,1187.6,19.84,0.6926,5.16,7.0805,44432.0,1212.0
Rwanda,Rice,2010,51833,1212.0,953.85,20.12,0.6926,4.88,6.8616,56178.0,1212.0
Rwanda,Rice,2011,55195,1212.0,181.6,19.59,0.6926,5.41,5.2073,51833.0,1212.0
Rwanda,Rice,2012,57193,1212.0,925.52,19.79,0.6926,5.21,6.8314,55195.0,1212.0
Rwanda,Rice,2013,53362,1212.0,1841.5,19.93,0.6926,5.07,7.5189,57193.0,1212.0
Rwanda,Sorghum,1991,12813,1212.0,107.0,19.22,2.1078,7.78,4.6821,10688.0,1212.0
Rwanda,Sorghum,1992,7507,1212.0,97.0,19.54,2.1078,7.46,4.585,12813.0,1212.0
Rwanda,Sorghum,1993,12810,1212.0,127.4,19.53,2.1078,7.47,4.8552,7507.0,1212.0
Rwanda,Sorghum,1994,6850,1212.0,157.8,19.55,2.1078,7.45,5.0676,12810.0,1212.0
Rwanda,Sorghum,1995,11521,1212.0,188.2,19.81,2.1078,7.19,5.2428,6850.0,1212.0
Rwanda,Sorghum,1996,13610,1212.0,218.6,19.31,2.1078,7.69,5.3918,11521.0,1212.0
Rwanda,Sorghum,1997,11222,1212.0,249.0,19.78,2.1078,7.22,5.5215,13610.0,1212.0
Rwanda,Sorghum,1998,10514,1212.0,157.0,19.79,2.1078,7.21,5.0626,11222.0,1212.0
Rwanda,Sorghum,1999,8322,1212.0,152.0,19.35,2.1078,7.65,5.0304,10514.0,1212.0
Rwanda,Sorghum,2000,8904,1212.0,147.0,19.59,2.1078,7.41,4.9972,8322.0,1212.0
Rwanda,Sorghum,2001,9486,1212.0,72.0,19.5,2.1078,7.5,4.2905,8904.0,1212.0
Rwanda,Sorghum,2002,10730,1212.0,106.34,19.77,2.1078,7.23,4.676,9486.0,1212.0
Rwanda,Sorghum,2004,9134,1212.0,159.54,19.93,2.1078,7.07,5.0785,10730.0,1212.0
Rwanda,Sorghum,2005,11586,1212.0,222.92,20.29,2.1078,6.71,5.4113,9134.0,1212.0
Rwanda,Sorghum,2006,11003,1212.0,288.72,20.02,2.1078,6.98,5.6689,11586.0,1212.0
Rwanda,Sorghum,2007,10103,1212.0,398.11,19.6,2.1078,7.4,5.9892,11003.0,1212.0
Rwanda,Sorghum,2008,10055,1212.0,321.75,19.56,2.1078,7.44,5.7769,10103.0,1212.0
Rwanda,Sorghum,2009,11928,1212.0,1187.6,19.84,2.1078,7.16,7.0805,10055.0,1212.0
Rwanda,Sorghum,2010,12088,1212.0,953.85,20.12,2.1078,6.88,6.8616,11928.0,1212.0
Rwanda,Sorghum,2011,12714,1212.0,181.6,19.59,2.1078,7.41,5.2073,12088.0,1212.0
Rwanda,Sorghum,2012,14277,1212.0,925.52,19.79,2.1078,7.21,6.8314,12714.0,1212.0
Rwanda,Sorghum,2013,14433,1212.0,1841.5,19.93,2.1078,7.07,7.5189,14277.0,1212.0
Rwanda,Soybeans,1991,7200,1212.0,107.0,19.22,2.1078,5.78,4.6821,6735.0,1212.0
Rwanda,Soybeans,1992,8095,1212.0,97.0,19.54,2.1078,5.46,4.585,7200.0,1212.0
Rwanda,Soybeans,1993,6667,1212.0,127.4,19.53,2.1078,5.47,4.8552,8095.0,1212.0
Rwanda,Soybeans,1994,8894,1212.0,157.8,19.55,2.1078,5.45,5.0676,6667.0,1212.0
Rwanda,Soybeans,1995,10346,1212.0,188.2,19.81,2.1078,5.19,5.2428,8894.0,1212.0
Rwanda,Soybeans,1996,4856,1212.0,218.6,19.31,2.1078,5.69,5.3918,10346.0,1212.0
Rwanda,Soybeans,1997,4928,1212.0,249.0,19.78,2.1078,5.22,5.5215,4856.0,1212.0
Rwanda,Soybeans,1998,5505,1212.0,157.0,19.79,2.1078,5.21,5.0626,4928.0,1212.0
Rwanda,Soybeans,1999,4665,1212.0,152.0,19.35,2.1078,5.65,5.0304,5505.0,1212.0
Rwanda,Soybeans,2000,4712,1212.0,147.0,19.59,2.1078,5.41,4.9972,4665.0,1212.0
Rwanda,Soybeans,2001,5527,1212.0,72.0,19.5,2.1078,5.5,4.2905,4712.0,1212.0
Rwanda,Soybeans,2002,5461,1212.0,106.34,19.77,2.1078,5.23,4.676,5527.0,1212.0
Rwanda,Soybeans,2004,4972,1212.0,159.54,19.93,2.1078,5.07,5.0785,5461.0,1212.0
Rwanda,Soybeans,2005,5627,1212.0,222.92,20.29,2.1078,4.71,5.4113,4972.0,1212.0
Rwanda,Soybeans,2006,6406,1212.0,288.72,20.02,2.1078,4.98,5.6689,5627.0,1212.0
Rwanda,Soybeans,2007,7926,1212.0,398.11,19.6,2.1078,5.4,5.9892,6406.0,1212.0
Rwanda,Soybeans,2008,8248,1212.0,321.75,19.56,2.1078,5.44,5.7769,7926.0,1212.0
Rwanda,Soybeans,2009,8215,1212.0,1187.6,19.84,2.1078,5.16,7.0805,8248.0,1212.0
Rwanda,Soybeans,2010,7890,1212.0,953.85,20.12,2.1078,4.88,6.8616,8215.0,1212.0
Rwanda,Soybeans,2011,7800,1212.0,181.6,19.59,2.1078,5.41,5.2073,7890.0,1212.0
Rwanda,Soybeans,2012,5862,1212.0,925.52,19.79,2.1078,5.21,6.8314,7800.0,1212.0
Rwanda,Soybeans,2013,6755,1212.0,1841.5,19.93,2.1078,5.07,7.5189,5862.0,1212.0
Rwanda,Sweet potatoes,1991,50000,1212.0,107.0,19.22,1.3851,4.78,4.6821,46491.0,1212.0
Rwanda,Sweet potatoes,1992,50248,1212.0,97.0,19.54,1.3851,4.46,4.585,50000.0,1212.0
Rwanda,Sweet potatoes,1993,49855,1212.0,127.4,19.53,1.3851,4.47,4.8552,50248.0,1212.0
Rwanda,Sweet potatoes,1994,49953,1212.0,157.8,19.55,1.3851,4.45,5.0676,49855.0,1212.0
Rwanda,Sweet potatoes,1995,50045,1212.0,188.2,19.81,1.3851,4.19,5.2428,49953.0,1212.0
Rwanda,Sweet potatoes,1996,51123,1212.0,218.6,19.31,1.3851,4.69,5.3918,50045.0,1212.0
Rwanda,Sweet potatoes,1997,49659,1212.0,249.0,19.78,1.3851,4.22,5.5215,51123.0,1212.0
Rwanda,Sweet potatoes,1998,50463,1212.0,157.0,19.79,1.3851,4.21,5.0626,49659.0,1212.0
Rwanda,Sweet potatoes,1999,47936,1212.0,152.0,19.35,1.3851,4.65,5.0304,50463.0,1212.0
Rwanda,Sweet potatoes,2000,59138,1212.0,147.0,19.59,1.3851,4.41,4.9972,47936.0,1212.0
Rwanda,Sweet potatoes,2001,60000,1212.0,72.0,19.5,1.3851,4.5,4.2905,59138.0,1212.0
Rwanda,Sweet potatoes,2002,66149,1212.0,106.34,19.77,1.3851,4.23,4.676,60000.0,1212.0
Rwanda,Sweet potatoes,2004,55700,1212.0,159.54,19.93,1.3851,4.07,5.0785,66149.0,1212.0
Rwanda,Sweet potatoes,2005,59629,1212.0,222.92,20.29,1.3851,3.71,5.4113,55700.0,1212.0
Rwanda,Sweet potatoes,2006,57251,1212.0,288.72,20.02,1.3851,3.98,5.6689,59629.0,1212.0
Rwanda,Sweet potatoes,2007,56993,1212.0,398.11,19.6,1.3851,4.4,5.9892,57251.0,1212.0
Rwanda,Sweet potatoes,2008,55168,1212.0,321.75,19.56,1.3851,4.44,5.7769,56993.0,1212.0
Rwanda,Sweet potatoes,2009,65099,1212.0,1187.6,19.84,1.3851,4.16,7.0805,55168.0,1212.0
Rwanda,Sweet potatoes,2010,74877,1212.0,953.85,20.12,1.3851,3.88,6.8616,65099.0,1212.0
Rwanda,Sweet potatoes,2011,80541,1212.0,181.6,19.59,1.3851,4.41,5.2073,74877.0,1212.0
Rwanda,Sweet potatoes,2012,91903,1212.0,925.52,19.79,1.3851,4.21,6.8314,80541.0,1212.0
Rwanda,Sweet potatoes,2013,96163,1212.0,1841.5,19.93,1.3851,4.07,7.5189,91903.0,1212.0
Rwanda,Wheat,1991,12333,1212.0,107.0,19.22,2.2036,2.22,4.6821,11811.0,1212.0
Rwanda,Wheat,1992,11455,1212.0,97.0,19.54,2.2036,2.54,4.585,12333.0,1212.0
Rwanda,Wheat,1993,12000,1212.0,127.4,19.53,2.2036,2.53,4.8552,11455.0,1212.0
Rwanda,Wheat,1994,11852,1212.0,157.8,19.55,2.2036,2.55,5.0676,12000.0,1212.0
Rwanda,Wheat,1995,10442,1212.0,188.2,19.81,2.2036,2.81,5.2428,11852.0,1212.0
Rwanda,Wheat,1996,11357,1212.0,218.6,19.31,2.2036,2.31,5.3918,10442.0,1212.0
Rwanda,Wheat,1997,9557,1212.0,249.0,19.78,2.2036,2.78,5.5215,11357.0,1212.0
Rwanda,Wheat,1998,7263,1212.0,157.0,19.79,2.2036,2.79,5.0626,9557.0,1212.0
Rwanda,Wheat,1999,6974,1212.0,152.0,19.35,2.2036,2.35,5.0304,7263.0,1212.0
Rwanda,Wheat,2000,6416,1212.0,147.0,19.59,2.2036,2.59,4.9972,6974.0,1212.0
Rwanda,Wheat,2001,7694,1212.0,72.0,19.5,2.2036,2.5,4.2905,6416.0,1212.0
Rwanda,Wheat,2002,6171,1212.0,106.34,19.77,2.2036,2.77,4.676,7694.0,1212.0
Rwanda,Wheat,2004,7987,1212.0,159.54,19.93,2.2036,2.93,5.0785,6171.0,1212.0
Rwanda,Wheat,2005,9083,1212.0,222.92,20.29,2.2036,3.29,5.4113,7987.0,1212.0
Rwanda,Wheat,2006,8510,1212.0,288.72,20.02,2.2036,3.02,5.6689,9083.0,1212.0
Rwanda,Wheat,2007,8948,1212.0,398.11,19.6,2.2036,2.6,5.9892,8510.0,1212.0
Rwanda,Wheat,2008,12968,1212.0,321.75,19.56,2.2036,2.56,5.7769,8948.0,1212.0
Rwanda,Wheat,2009,17079,1212.0,1187.6,19.84,2.2036,2.84,7.0805,12968.0,1212.0
Rwanda,Wheat,2010,15631,1212.0,953.85,20.12,2.2036,3.12,6.8616,17079.0,1212.0
Rwanda,Wheat,2011,20478,1212.0,181.6,19.59,2.2036,2.59,5.2073,15631.0,1212.0
Rwanda,Wheat,2012,21680,1212.0,925.52,19.79,2.2036,2.79,6.8314,20478.0,1212.0
Rwanda,Wheat,2013,19924,1212.0,1841.5,19.93,2.2036,2.93,7.5189,21680.0,1212.0
Rwanda,Yams,1991,30769,1212.0,107.0,19.22,0.9696,7.78,4.6821,40000.0,1212.0
Rwanda,Yams,1992,50000,1212.0,97.0,19.54,0.9696,7.46,4.585,30769.0,1212.0
Rwanda,Yams,1993,53333,1212.0,127.4,19.53,0.9696,7.47,4.8552,50000.0,1212.0
Rwanda,Yams,1994,30769,1212.0,157.8,19.55,0.9696,7.45,5.0676,53333.0,1212.0
Rwanda,Yams,1995,36227,1212.0,188.2,19.81,0.9696,7.19,5.2428,30769.0,1212.0
Rwanda,Yams,1996,38151,1212.0,218.6,19.31,0.9696,7.69,5.3918,36227.0,1212.0
Rwanda,Yams,1997,38157,1212.0,249.0,19.78,0.9696,7.22,5.5215,38151.0,1212.0
Rwanda,Yams,1998,37940,1212.0,157.0,19.79,0.9696,7.21,5.0626,38157.0,1212.0
Rwanda,Yams,1999,29412,1212.0,152.0,19.35,0.9696,7.65,5.0304,37940.0,1212.0
Rwanda,Yams,2000,33333,1212.0,147.0,19.59,0.9696,7.41,4.9972,29412.0,1212.0
Rwanda,Yams,2001,36842,1212.0,72.0,19.5,0.9696,7.5,4.2905,33333.0,1212.0
Rwanda,Yams,2002,40000,1212.0,106.34,19.77,0.9696,7.23,4.676,36842.0,1212.0
Rwanda,Yams,2004,45455,1212.0,159.54,19.93,0.9696,7.07,5.0785,40000.0,1212.0
Rwanda,Yams,2005,47826,1212.0,222.92,20.29,0.9696,6.71,5.4113,45455.0,1212.0
Rwanda,Yams,2006,49419,1212.0,288.72,20.02,0.9696,6.98,5.6689,47826.0,1212.0
Rwanda,Yams,2007,48020,1212.0,398.11,19.6,0.9696,7.4,5.9892,49419.0,1212.0
Rwanda,Yams,2008,45817,1212.0,321.75,19.56,0.9696,7.44,5.7769,48020.0,1212.0
Rwanda,Yams,2009,52001,1212.0,1187.6,19.84,0.9696,7.16,7.0805,45817.0,1212.0
Rwanda,Yams,2010,71523,1212.0,953.85,20.12,0.9696,6.88,6.8616,52001.0,1212.0
Rwanda,Yams,2011,66757,1212.0,181.6,19.59,0.9696,7.41,5.2073,71523.0,1212.0
Rwanda,Yams,2012,77498,1212.0,925.52,19.79,0.9696,7.21,6.8314,66757.0,1212.0
Rwanda,Yams,2013,154700,1212.0,1841.5,19.93,0.9696,7.07,7.5189,77498.0,1212.0
Saudi Arabia,Maize,1991,21166,59.0,994.0,25.685,0.0908,1.685,6.9027,17992.0,59.0
Saudi Arabia,Maize,1992,20733,59.0,994.0,24.555,0.0908,0.555,6.9027,21166.0,59.0
Saudi Arabia,Maize,1993,21725,59.0,994.0,25.66,0.0908,1.66,6.9027,20733.0,59.0
Saudi Arabia,Maize,1994,19523,59.0,994.0,26.17,0.0908,2.17,6.9027,21725.0,59.0
Saudi Arabia,Maize,1995,19522,59.0,994.0,25.985,0.0908,1.985,6.9027,19523.0,59.0
Saudi Arabia,Maize,1996,19583,59.0,994.0,26.325,0.0908,2.325,6.9027,19522.0,59.0
Saudi Arabia,Maize,1997,17531,59.0,2513.0,25.685,0.0908,1.685,7.8296,19583.0,59.0
Saudi Arabia,Maize,1998,20519,59.0,2683.37,26.605,0.0908,2.605,7.8952,17531.0,59.0
Saudi Arabia,Maize,1999,18723,59.0,2853.74,26.835,0.0908,2.835,7.9567,20519.0,59.0
Saudi Arabia,Maize,2000,62820,59.0,3024.11,26.585,0.0908,2.585,8.0147,18723.0,59.0
Saudi Arabia,Maize,2001,40612,59.0,3194.48,26.635,0.0908,2.635,8.0695,62820.0,59.0
Saudi Arabia,Maize,2002,36432,59.0,3364.86,26.535,0.0908,2.535,8.1214,40612.0,59.0
Saudi Arabia,Maize,2004,38514,59.0,3705.6,26.365,0.0908,2.365,8.2179,36432.0,59.0
Saudi Arabia,Maize,2005,37301,59.0,3875.97,26.37,0.0908,2.37,8.2628,38514.0,59.0
Saudi Arabia,Maize,2006,58203,59.0,4046.34,26.33,0.0908,2.33,8.3058,37301.0,59.0
Saudi Arabia,Maize,2007,56250,59.0,4216.71,26.535,0.0908,2.535,8.347,58203.0,59.0
Saudi Arabia,Maize,2008,56427,59.0,4372.61,26.425,0.0908,2.425,8.3833,56250.0,59.0
Saudi Arabia,Maize,2009,54742,59.0,4528.51,26.805,0.0908,2.805,8.4184,56427.0,59.0
Saudi Arabia,Maize,2010,53096,59.0,4684.4,27.335,0.0908,3.335,8.4522,54742.0,59.0
Saudi Arabia,Maize,2011,59958,59.0,4840.3,26.485,0.0908,2.485,8.4849,53096.0,59.0
Saudi Arabia,Maize,2012,60135,59.0,4996.2,26.925,0.0908,2.925,8.5166,59958.0,59.0
Saudi Arabia,Maize,2013,61024,59.0,5412.5,27.675,0.0908,3.675,8.5967,60135.0,59.0
Saudi Arabia,Potatoes,1991,175355,59.0,994.0,25.685,0.0983,7.685,6.9027,198311.0,59.0
Saudi Arabia,Potatoes,1992,160109,59.0,994.0,24.555,0.0983,6.555,6.9027,175355.0,59.0
Saudi Arabia,Potatoes,1993,182880,59.0,994.0,25.66,0.0983,7.66,6.9027,160109.0,59.0
Saudi Arabia,Potatoes,1994,189468,59.0,994.0,26.17,0.0983,8.17,6.9027,182880.0,59.0
Saudi Arabia,Potatoes,1995,196769,59.0,994.0,25.985,0.0983,7.985,6.9027,189468.0,59.0
Saudi Arabia,Potatoes,1996,196701,59.0,994.0,26.325,0.0983,8.325,6.9027,196769.0,59.0
Saudi Arabia,Potatoes,1997,173596,59.0,2513.0,25.685,0.0983,7.685,7.8296,196701.0,59.0
Saudi Arabia,Potatoes,1998,180428,59.0,2683.37,26.605,0.0983,8.605,7.8952,173596.0,59.0
Saudi Arabia,Potatoes,1999,250876,59.0,2853.74,26.835,0.0983,8.835,7.9567,180428.0,59.0
Saudi Arabia,Potatoes,2000,262035,59.0,3024.11,26.585,0.0983,8.585,8.0147,250876.0,59.0
Saudi Arabia,Potatoes,2001,240917,59.0,3194.48,26.635,0.0983,8.635,8.0695,262035.0,59.0
Saudi Arabia,Potatoes,2002,228648,59.0,3364.86,26.535,0.0983,8.535,8.1214,240917.0,59.0
Saudi Arabia,Potatoes,2004,260589,59.0,3705.6,26.365,0.0983,8.365,8.2179,228648.0,59.0
Saudi Arabia,Potatoes,2005,243565,59.0,3875.97,26.37,0.0983,8.37,8.2628,260589.0,59.0
Saudi Arabia,Potatoes,2006,242031,59.0,4046.34,26.33,0.0983,8.33,8.3058,243565.0,59.0
Saudi Arabia,Potatoes,2007,235025,59.0,4216.71,26.535,0.0983,8.535,8.347,242031.0,59.0
Saudi Arabia,Potatoes,2008,249332,59.0,4372.61,26.425,0.0983,8.425,8.3833,235025.0,59.0
Saudi Arabia,Potatoes,2009,251423,59.0,4528.51,26.805,0.0983,8.805,8.4184,249332.0,59.0
Saudi Arabia,Potatoes,2010,260575,59.0,4684.4,27.335,0.0983,9.335,8.4522,251423.0,59.0
Saudi Arabia,Potatoes,2011,248330,59.0,4840.3,26.485,0.0983,8.485,8.4849,260575.0,59.0
Saudi Arabia,Potatoes,2012,253233,59.0,4996.2,26.925,0.0983,8.925,8.5166,248330.0,59.0
Saudi Arabia,Potatoes,2013,256547,59.0,5412.5,27.675,0.0983,9.675,8.5967,253233.0,59.0
Saudi Arabia,Sorghum,1991,9519,59.0,994.0,25.685,0.1026,1.315,6.9027,12369.0,59.0
Saudi Arabia,Sorghum,1992,11577,59.0,994.0,24.555,0.1026,2.445,6.9027,9519.0,59.0
Saudi Arabia,Sorghum,1993,12034,59.0,994.0,25.66,0.1026,1.34,6.9027,11577.0,59.0
Saudi Arabia,Sorghum,1994,11477,59.0,994.0,26.17,0.1026,0.83,6.9027,12034.0,59.0
Saudi Arabia,Sorghum,1995,11477,59.0,994.0,25.985,0.1026,1.015,6.9027,11477.0,59.0
Saudi Arabia,Sorghum,1996,11513,59.0,994.0,26.325,0.1026,0.675,6.9027,11477.0,59.0
Saudi Arabia,Sorghum,1997,11469,59.0,2513.0,25.685,0.1026,1.315,7.8296,11513.0,59.0
Saudi Arabia,Sorghum,1998,11049,59.0,2683.37,26.605,0.1026,0.395,7.8952,11469.0,59.0
Saudi Arabia,Sorghum,1999,13192,59.0,2853.74,26.835,0.1026,0.165,7.9567,11049.0,59.0
Saudi Arabia,Sorghum,2000,13384,59.0,3024.11,26.585,0.1026,0.415,8.0147,13192.0,59.0
Saudi Arabia,Sorghum,2001,13971,59.0,3194.48,26.635,0.1026,0.365,8.0695,13384.0,59.0
Saudi Arabia,Sorghum,2002,14482,59.0,3364.86,26.535,0.1026,0.465,8.1214,13971.0,59.0
Saudi Arabia,Sorghum,2004,21858,59.0,3705.6,26.365,0.1026,0.635,8.2179,14482.0,59.0
Saudi Arabia,Sorghum,2005,19751,59.0,3875.97,26.37,0.1026,0.63,8.2628,21858.0,59.0
Saudi Arabia,Sorghum,2006,23933,59.0,4046.34,26.33,0.1026,0.67,8.3058,19751.0,59.0
Saudi Arabia,Sorghum,2007,24271,59.0,4216.71,26.535,0.1026,0.465,8.347,23933.0,59.0
Saudi Arabia,Sorghum,2008,24325,59.0,4372.61,26.425,0.1026,0.575,8.3833,24271.0,59.0
Saudi Arabia,Sorghum,2009,26312,59.0,4528.51,26.805,0.1026,0.195,8.4184,24325.0,59.0
Saudi Arabia,Sorghum,2010,25974,59.0,4684.4,27.335,0.1026,0.335,8.4522,26312.0,59.0
Saudi Arabia,Sorghum,2011,26372,59.0,4840.3,26.485,0.1026,0.515,8.4849,25974.0,59.0
Saudi Arabia,Sorghum,2012,26056,59.0,4996.2,26.925,0.1026,0.075,8.5166,26372.0,59.0
Saudi Arabia,Sorghum,2013,26199,59.0,5412.5,27.675,0.1026,0.675,8.5967,26056.0,59.0
Saudi Arabia,Wheat,1991,45030,59.0,994.0,25.685,0.1073,8.685,6.9027,46461.0,59.0
Saudi Arabia,Wheat,1992,44609,59.0,994.0,24.555,0.1073,7.555,6.9027,45030.0,59.0
Saudi Arabia,Wheat,1993,44886,59.0,994.0,25.66,0.1073,8.66,6.9027,44609.0,59.0
Saudi Arabia,Wheat,1994,45503,59.0,994.0,26.17,0.1073,9.17,6.9027,44886.0,59.0
Saudi Arabia,Wheat,1995,44720,59.0,994.0,25.985,0.1073,8.985,6.9027,45503.0,59.0
Saudi Arabia,Wheat,1996,43821,59.0,994.0,26.325,0.1073,9.325,6.9027,44720.0,59.0
Saudi Arabia,Wheat,1997,44497,59.0,2513.0,25.685,0.1073,8.685,7.8296,43821.0,59.0
Saudi Arabia,Wheat,1998,44999,59.0,2683.37,26.605,0.1073,9.605,7.8952,44497.0,59.0
Saudi Arabia,Wheat,1999,42526,59.0,2853.74,26.835,0.1073,9.835,7.9567,44999.0,59.0
Saudi Arabia,Wheat,2000,42640,59.0,3024.11,26.585,0.1073,9.585,8.0147,42526.0,59.0
Saudi Arabia,Wheat,2001,49081,59.0,3194.48,26.635,0.1073,9.635,8.0695,42640.0,59.0
Saudi Arabia,Wheat,2002,48875,59.0,3364.86,26.535,0.1073,9.535,8.1214,49081.0,59.0
Saudi Arabia,Wheat,2004,53066,59.0,3705.6,26.365,0.1073,9.365,8.2179,48875.0,59.0
Saudi Arabia,Wheat,2005,54175,59.0,3875.97,26.37,0.1073,9.37,8.2628,53066.0,59.0
Saudi Arabia,Wheat,2006,56172,59.0,4046.34,26.33,0.1073,9.33,8.3058,54175.0,59.0
Saudi Arabia,Wheat,2007,56844,59.0,4216.71,26.535,0.1073,9.535,8.347,56172.0,59.0
Saudi Arabia,Wheat,2008,60877,59.0,4372.61,26.425,0.1073,9.425,8.3833,56844.0,59.0
Saudi Arabia,Wheat,2009,58833,59.0,4528.51,26.805,0.1073,9.805,8.4184,60877.0,59.0
Saudi Arabia,Wheat,2010,61474,59.0,4684.4,27.335,0.1073,10.335,8.4522,58833.0,59.0
Saudi Arabia,Wheat,2011,61429,59.0,4840.3,26.485,0.1073,9.485,8.4849,61474.0,59.0
Saudi Arabia,Wheat,2012,59254,59.0,4996.2,26.925,0.1073,9.925,8.5166,61429.0,59.0
Saudi Arabia,Wheat,2013,64333,59.0,5412.5,27.675,0.1073,10.675,8.5967,59254.0,59.0
Senegal,Cassava,1991,24752,686.0,384.0,25.0,0.5488,2.0,5.9532,35159.0,686.0
Senegal,Cassava,1992,21496,686.0,384.0,25.09,0.5488,1.91,5.9532,24752.0,686.0
Senegal,Cassava,1993,27673,686.0,357.55,24.99,0.5488,2.01,5.8821,21496.0,686.0
Senegal,Cassava,1994,24925,686.0,547.3,24.94,0.5488,2.06,6.3068,27673.0,686.0
Senegal,Cassava,1995,31801,686.0,435.31,25.33,0.5488,1.67,6.0784,24925.0,686.0
Senegal,Cassava,1996,26397,686.0,411.33,25.49,0.5488,1.51,6.0218,31801.0,686.0
Senegal,Cassava,1997,23356,686.0,437.23,25.87,0.5488,1.13,6.0827,26397.0,686.0
Senegal,Cassava,1998,49527,686.0,450.71,26.03,0.5488,0.97,6.113,23356.0,686.0
Senegal,Cassava,1999,51000,686.0,470.87,24.93,0.5488,2.07,6.1567,49527.0,686.0
Senegal,Cassava,2000,48883,686.0,491.03,25.26,0.5488,1.74,6.1985,51000.0,686.0
Senegal,Cassava,2001,49613,686.0,282.02,25.79,0.5488,1.21,5.6455,48883.0,686.0
Senegal,Cassava,2002,49963,686.0,328.0,25.4,0.5488,1.6,5.7961,49613.0,686.0
Senegal,Cassava,2004,67374,686.0,419.97,25.38,0.5488,1.62,6.0426,49963.0,686.0
Senegal,Cassava,2005,108083,686.0,465.95,25.78,0.5488,1.22,6.1462,67374.0,686.0
Senegal,Cassava,2006,61673,686.0,511.93,25.32,0.5488,1.68,6.2401,108083.0,686.0
Senegal,Cassava,2007,50338,686.0,557.92,25.34,0.5488,1.66,6.326,61673.0,686.0
Senegal,Cassava,2008,81345,686.0,603.9,25.5,0.5488,1.5,6.4051,50338.0,686.0
Senegal,Cassava,2009,81909,686.0,649.88,25.01,0.5488,1.99,6.4783,81345.0,686.0
Senegal,Cassava,2010,71902,686.0,695.86,26.1,0.5488,0.9,6.5466,81909.0,686.0
Senegal,Cassava,2011,74922,686.0,741.85,25.41,0.5488,1.59,6.6105,71902.0,686.0
Senegal,Cassava,2012,80283,686.0,787.83,25.47,0.5488,1.53,6.6706,74922.0,686.0
Senegal,Cassava,2013,69978,686.0,722.53,24.7,0.5488,2.3,6.5841,80283.0,686.0
Senegal,Maize,1991,11324,686.0,384.0,25.0,1.0554,1.0,5.9532,11411.0,686.0
Senegal,Maize,1992,10907,686.0,384.0,25.09,1.0554,1.09,5.9532,11324.0,686.0
Senegal,Maize,1993,12694,686.0,357.55,24.99,1.0554,0.99,5.8821,10907.0,686.0
Senegal,Maize,1994,10133,686.0,547.3,24.94,1.0554,0.94,6.3068,12694.0,686.0
Senegal,Maize,1995,10881,686.0,435.31,25.33,1.0554,1.33,6.0784,10133.0,686.0
Senegal,Maize,1996,10438,686.0,411.33,25.49,1.0554,1.49,6.0218,10881.0,686.0
Senegal,Maize,1997,12911,686.0,437.23,25.87,1.0554,1.87,6.0827,10438.0,686.0
Senegal,Maize,1998,8255,686.0,450.71,26.03,1.0554,2.03,6.113,12911.0,686.0
Senegal,Maize,1999,9388,686.0,470.87,24.93,1.0554,0.93,6.1567,8255.0,686.0
Senegal,Maize,2000,11114,686.0,491.03,25.26,1.0554,1.26,6.1985,9388.0,686.0
Senegal,Maize,2001,12279,686.0,282.02,25.79,1.0554,1.79,5.6455,11114.0,686.0
Senegal,Maize,2002,7434,686.0,328.0,25.4,1.0554,1.4,5.7961,12279.0,686.0
Senegal,Maize,2004,27194,686.0,419.97,25.38,1.0554,1.38,6.0426,7434.0,686.0
Senegal,Maize,2005,27961,686.0,465.95,25.78,1.0554,1.78,6.1462,27194.0,686.0
Senegal,Maize,2006,13919,686.0,511.93,25.32,1.0554,1.32,6.2401,27961.0,686.0
Senegal,Maize,2007,11008,686.0,557.92,25.34,1.0554,1.34,6.326,13919.0,686.0
Senegal,Maize,2008,18351,686.0,603.9,25.5,1.0554,1.5,6.4051,11008.0,686.0
Senegal,Maize,2009,16300,686.0,649.88,25.01,1.0554,1.01,6.4783,18351.0,686.0
Senegal,Maize,2010,15384,686.0,695.86,26.1,1.0554,2.1,6.5466,16300.0,686.0
Senegal,Maize,2011,11331,686.0,741.85,25.41,1.0554,1.41,6.6105,15384.0,686.0
Senegal,Maize,2012,15465,686.0,787.83,25.47,1.0554,1.47,6.6706,11331.0,686.0
Senegal,Maize,2013,14428,686.0,722.53,24.7,1.0554,0.7,6.5841,15465.0,686.0
Senegal,Potatoes,1991,168760,686.0,384.0,25.0,1.1433,7.0,5.9532,145518.0,686.0
Senegal,Potatoes,1992,165247,686.0,384.0,25.09,1.1433,7.09,5.9532,168760.0,686.0
Senegal,Potatoes,1993,159492,686.0,357.55,24.99,1.1433,6.99,5.8821,165247.0,686.0
